ID,full_model,slim_model,Title,Accession,Dataset,Genome assembly,Technical replicates,Biological replicates,File Format,File type,File format type,File size,Assay term name,Biosample name,Organ,Simple biosample summary,Batch,Target label,Download URL,Derived from,Genome annotation,Library,Paired end identifier,Paired with,Preferred Default,Run type,Read length,Mapped read length (nt),Cropped read length (nt),Cropped read length tolerance (nt),Mapped run type for bam files,Read length units,Output category,Output type,Index of,QC Metric,Lab,Project,Analysis step run,Date created,Analysis step version,Restricted file,Submitter comment,Status,,,,,,,,,,
/files/ENCFF604DDU/,x,,ENCFF604DDU,ENCFF604DDU,/experiments/ENCSR000DOD/,GRCh38,"1_1,2_1,3_1","1,2,3",bigWig,bigWig,,116748366,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS039ENC/,GTF3C2,/files/ENCFF604DDU/@@download/ENCFF604DDU.bigWig,"/files/ENCFF039CRW/,/files/ENCFF146ENO/,/files/ENCFF178JUJ/,/files/ENCFF434GZJ/,/files/ENCFF441ZTT/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/67dfd82a-ec08-460f-ba1b-b02a64515703/,2020-12-27T19:36:00.942790+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF621DJP/,x,,ENCFF621DJP,ENCFF621DJP,/experiments/ENCSR000APC/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,806567144,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H2AFZ,/files/ENCFF621DJP/@@download/ENCFF621DJP.bigWig,"/files/ENCFF007YZT/,/files/ENCFF420ARY/,/files/ENCFF666YXZ/,/files/ENCFF226FKB/,/files/ENCFF874SMO/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/b117f8cc-0a19-48c0-bd29-50dc85a809c6/,2020-11-01T13:34:05.062645+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF849TDM/,x,,ENCFF849TDM,ENCFF849TDM,/experiments/ENCSR000AKP/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,418074382,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K27ac,/files/ENCFF849TDM/@@download/ENCFF849TDM.bigWig,"/files/ENCFF907MNY/,/files/ENCFF226FKB/,/files/ENCFF666YXZ/,/files/ENCFF420ARY/,/files/ENCFF121RHF/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/f5341f34-0baa-40e2-be02-38920ffc53ac/,2020-09-30T06:16:00.427664+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF381NDD/,x,,ENCFF381NDD,ENCFF381NDD,/experiments/ENCSR000AKP/,GRCh38,"1_1,2_1,3_1,3_2","1,2,3",bigWig,bigWig,,1511112441,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/,/biosamples/ENCBS378LYQ/",H3K27ac,/files/ENCFF381NDD/@@download/ENCFF381NDD.bigWig,"/files/ENCFF600THN/,/files/ENCFF420ARY/,/files/ENCFF226FKB/,/files/ENCFF232RQF/,/files/ENCFF666YXZ/,/files/ENCFF704LGA/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/e2407efc-c64a-45b6-b2dc-df341ea4c80f/,2022-06-14T16:57:44.920126+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF242ENK/,x,,ENCFF242ENK,ENCFF242ENK,/experiments/ENCSR000AKQ/,GRCh38,"1_1,2_1,3_1,3_2","1,2,3",bigWig,bigWig,,1476326780,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS525GOT/,/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K27me3,/files/ENCFF242ENK/@@download/ENCFF242ENK.bigWig,"/files/ENCFF666YXZ/,/files/ENCFF306FUV/,/files/ENCFF753WUL/,/files/ENCFF226FKB/,/files/ENCFF420ARY/,/files/ENCFF954SSM/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/bfea9d70-3d0d-4c7b-b740-8960bdcaa1c6/,2022-06-16T20:49:36.360948+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF405HIO/,x,,ENCFF405HIO,ENCFF405HIO,/experiments/ENCSR000AKQ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,507104778,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K27me3,/files/ENCFF405HIO/@@download/ENCFF405HIO.bigWig,"/files/ENCFF420ARY/,/files/ENCFF226FKB/,/files/ENCFF392ZKG/,/files/ENCFF905CZD/,/files/ENCFF666YXZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/a9a7a141-4adf-479f-a29e-9004364480f0/,2020-11-12T11:51:08.358422+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF317VHO/,x,,ENCFF317VHO,ENCFF317VHO,/experiments/ENCSR000AKR/,GRCh38,"1_1,2_1,3_1,3_2","1,2,3",bigWig,bigWig,,1268133276,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS525GOT/,/biosamples/ENCBS674MPN/",H3K36me3,/files/ENCFF317VHO/@@download/ENCFF317VHO.bigWig,"/files/ENCFF925FDY/,/files/ENCFF594GRL/,/files/ENCFF801CHE/,/files/ENCFF226FKB/,/files/ENCFF420ARY/,/files/ENCFF666YXZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/7edecec5-8723-4f85-860c-623ef9513c57/,2022-06-14T16:56:04.460553+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF163NTH/,x,,ENCFF163NTH,ENCFF163NTH,/experiments/ENCSR000AKR/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,481671106,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K36me3,/files/ENCFF163NTH/@@download/ENCFF163NTH.bigWig,"/files/ENCFF226FKB/,/files/ENCFF666YXZ/,/files/ENCFF272JVI/,/files/ENCFF420ARY/,/files/ENCFF880HKV/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/a9b0593e-79c4-4bf6-a363-d14cdb4c29c9/,2020-10-29T02:25:13.545482+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF347YYH/,x,,ENCFF347YYH,ENCFF347YYH,/experiments/ENCSR000DWB/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,417403642,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS349ULG/,/biosamples/ENCBS204NMW/",H3K36me3,/files/ENCFF347YYH/@@download/ENCFF347YYH.bigWig,"/files/ENCFF035SOZ/,/files/ENCFF897QAS/,/files/ENCFF816ECC/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/616091d2-9dc9-4cdd-9e3c-2184203ff0bb/,2020-10-28T23:17:34.304842+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF607SUJ/,x,,ENCFF607SUJ,ENCFF607SUJ,/experiments/ENCSR000AKS/,GRCh38,"1_1,2_1,3_1,3_2","1,2,3",bigWig,bigWig,,1398568995,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/,/biosamples/ENCBS376AIO/",H3K4me1,/files/ENCFF607SUJ/@@download/ENCFF607SUJ.bigWig,"/files/ENCFF420ARY/,/files/ENCFF839DZV/,/files/ENCFF226FKB/,/files/ENCFF103WYN/,/files/ENCFF666YXZ/,/files/ENCFF625ZHC/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/963b2830-44e9-4520-978e-3bcb1798a07c/,2022-06-16T20:08:23.411356+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF399SGM/,x,,ENCFF399SGM,ENCFF399SGM,/experiments/ENCSR000EWC/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,454641656,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS667AAA/,H3K4me1,/files/ENCFF399SGM/@@download/ENCFF399SGM.bigWig,"/files/ENCFF355LXQ/,/files/ENCFF089KHK/,/files/ENCFF229LAF/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/eed2d1e7-6f2e-4e93-952b-31e7b3ce742e/,2020-10-29T22:57:16.047972+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF806YEZ/,x,,ENCFF806YEZ,ENCFF806YEZ,/experiments/ENCSR000EWA/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,360994954,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS667AAA/,H3K4me3,/files/ENCFF806YEZ/@@download/ENCFF806YEZ.bigWig,"/files/ENCFF181ANT/,/files/ENCFF747HEB/,/files/ENCFF355LXQ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/ffd406a1-baea-4333-a853-dc58ee2354b9/,2020-09-29T20:05:43.291173+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF660WUG/,x,,ENCFF660WUG,ENCFF660WUG,/experiments/ENCSR000AKU/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,533757939,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K4me3,/files/ENCFF660WUG/@@download/ENCFF660WUG.bigWig,"/files/ENCFF420ARY/,/files/ENCFF666YXZ/,/files/ENCFF564SVK/,/files/ENCFF685PPQ/,/files/ENCFF226FKB/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/0055f896-c88d-4f65-b348-b0e7e2e571bb/,2020-09-30T06:09:13.223655+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF253TOF/,x,,ENCFF253TOF,ENCFF253TOF,/experiments/ENCSR668LDD/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,1109764853,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS980HYW/,/biosamples/ENCBS619VEE/",H3K4me3,/files/ENCFF253TOF/@@download/ENCFF253TOF.bigWig,"/files/ENCFF420ARY/,/files/ENCFF855ZMQ/,/files/ENCFF226FKB/,/files/ENCFF752MYF/,/files/ENCFF666YXZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/34de64f5-2555-440b-8508-173a70459e54/,2020-10-20T21:35:11.140178+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF911JVK/,x,,ENCFF911JVK,ENCFF911JVK,/experiments/ENCSR000DWD/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,316143560,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS511YCF/,/biosamples/ENCBS204NMW/",H3K4me3,/files/ENCFF911JVK/@@download/ENCFF911JVK.bigWig,"/files/ENCFF656DMV/,/files/ENCFF440ARP/,/files/ENCFF897QAS/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/57762658-8411-44ae-a54b-e06e0b12f1cf/,2020-09-29T21:35:32.193579+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF544AVW/,x,,ENCFF544AVW,ENCFF544AVW,/experiments/ENCSR000APD/,GRCh38,"1_1,2_1,3_1","1,2,3",bigWig,bigWig,,927611153,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/,/biosamples/ENCBS529IOS/",H3K79me2,/files/ENCFF544AVW/@@download/ENCFF544AVW.bigWig,"/files/ENCFF711PLM/,/files/ENCFF132YSI/,/files/ENCFF649PBO/,/files/ENCFF226FKB/,/files/ENCFF666YXZ/,/files/ENCFF420ARY/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/47e3168a-69c2-4b42-8df8-42ec17719769/,2022-06-16T20:44:31.990098+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF957YJT/,x,,ENCFF957YJT,ENCFF957YJT,/experiments/ENCSR000APD/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,645968842,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K79me2,/files/ENCFF957YJT/@@download/ENCFF957YJT.bigWig,"/files/ENCFF666YXZ/,/files/ENCFF420ARY/,/files/ENCFF465UWC/,/files/ENCFF226FKB/,/files/ENCFF863HNL/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/1f6839fe-2940-4389-b1ef-71b3a651c0d7/,2020-11-01T13:26:56.480535+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF286WRJ/,x,,ENCFF286WRJ,ENCFF286WRJ,/experiments/ENCSR000AKV/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,621180532,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H3K9ac,/files/ENCFF286WRJ/@@download/ENCFF286WRJ.bigWig,"/files/ENCFF666YXZ/,/files/ENCFF226FKB/,/files/ENCFF420ARY/,/files/ENCFF505NMT/,/files/ENCFF149MXA/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/49bd0b99-97be-408b-9511-80b30c9e0e4a/,2020-11-12T11:27:30.878181+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF583BKU/,x,,ENCFF583BKU,ENCFF583BKU,/experiments/ENCSR000EVZ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,585103494,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS667AAA/,H3K9ac,/files/ENCFF583BKU/@@download/ENCFF583BKU.bigWig,"/files/ENCFF355LXQ/,/files/ENCFF669AOZ/,/files/ENCFF946AXU/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/894dbd0b-afb6-4db0-b99e-476c5852787a/,2020-11-01T05:01:06.457287+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF605FAF/,x,,ENCFF605FAF,ENCFF605FAF,/experiments/ENCSR000AKX/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,688945775,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",H4K20me1,/files/ENCFF605FAF/@@download/ENCFF605FAF.bigWig,"/files/ENCFF666YXZ/,/files/ENCFF255QRL/,/files/ENCFF923YUN/,/files/ENCFF420ARY/,/files/ENCFF226FKB/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/a07301a6-1bd6-4c4c-9c3f-80a15e574ded/,2020-11-12T11:19:45.796995+00:00,/analysis-step-versions/histone-chip-seq-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF060ZSK/,x,,ENCFF060ZSK,ENCFF060ZSK,/experiments/ENCSR000EFN/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,677653216,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS039ENC/,HCFC1,/files/ENCFF060ZSK/@@download/ENCFF060ZSK.bigWig,"/files/ENCFF751GYA/,/files/ENCFF325GVF/,/files/ENCFF396DTD/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/e75c6f44-89fb-4648-bd59-50689fb42bf0/,2020-12-27T03:12:35.760742+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF684RNO/,x,,ENCFF684RNO,ENCFF684RNO,/experiments/ENCSR711VWL/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2305133302,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS352MRW/,/biosamples/ENCBS185MQS/",HDAC1,/files/ENCFF684RNO/@@download/ENCFF684RNO.bigWig,"/files/ENCFF822ODT/,/files/ENCFF936FZX/,/files/ENCFF874AQT/,/files/ENCFF730UAF/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/d8f33968-03bf-43d8-a482-954b41b3856c/,2020-12-02T17:36:47.227893+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF549WXX/,x,,ENCFF549WXX,ENCFF549WXX,/experiments/ENCSR000AQF/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,837652168,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS674MPN/,HDAC1,/files/ENCFF549WXX/@@download/ENCFF549WXX.bigWig,"/files/ENCFF226FKB/,/files/ENCFF666YXZ/,/files/ENCFF801TEZ/,/files/ENCFF245FJB/,/files/ENCFF420ARY/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/6b18cea0-a29b-413d-a40b-c41042520f17/,2021-01-07T23:11:32.561869+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF307GVO/,x,,ENCFF307GVO,ENCFF307GVO,/experiments/ENCSR568PGX/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,4402917206,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS352MRW/,/biosamples/ENCBS387VPF/",HDAC1,/files/ENCFF307GVO/@@download/ENCFF307GVO.bigWig,"/files/ENCFF345DNZ/,/files/ENCFF554APQ/,/files/ENCFF822ODT/,/files/ENCFF477ZYZ/,/files/ENCFF735JLB/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/203c0e7c-3eb5-4183-a72c-b596481d63fa/,2020-12-07T15:43:12.114636+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF633KJU/,x,,ENCFF633KJU,ENCFF633KJU,/experiments/ENCSR387UWP/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2297185384,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS293ZDP/,/biosamples/ENCBS543YEP/",HDAC1,/files/ENCFF633KJU/@@download/ENCFF633KJU.bigWig,"/files/ENCFF970CZZ/,/files/ENCFF037WIZ/,/files/ENCFF811USR/,/files/ENCFF822ODT/,/files/ENCFF611CRQ/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/e4a7af11-a0a4-413e-b925-12d9e2a25e18/,2021-02-11T05:06:51.322410+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF069JZH/,x,,ENCFF069JZH,ENCFF069JZH,/experiments/ENCSR000BMG/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,611147701,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS109ENC/,HDAC2,/files/ENCFF069JZH/@@download/ENCFF069JZH.bigWig,"/files/ENCFF227LOK/,/files/ENCFF939RUV/,/files/ENCFF395PSG/,/files/ENCFF769CSU/,/files/ENCFF579FHH/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/d540f84c-fadd-4d1d-a354-c7d6aecda211/,2020-12-27T10:59:23.541603+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF007JMV/,x,,ENCFF007JMV,ENCFF007JMV,/experiments/ENCSR893WSB/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2237531712,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS387VPF/,/biosamples/ENCBS352MRW/",HDAC2,/files/ENCFF007JMV/@@download/ENCFF007JMV.bigWig,"/files/ENCFF160LVW/,/files/ENCFF822ODT/,/files/ENCFF228NBO/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/eaec0ab4-a7ba-4b3e-9a81-f1328fc11b66/,2020-12-01T11:16:09.760401+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF065PDS/,x,,ENCFF065PDS,ENCFF065PDS,/experiments/ENCSR000AQG/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,690741714,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",HDAC2,/files/ENCFF065PDS/@@download/ENCFF065PDS.bigWig,"/files/ENCFF420ARY/,/files/ENCFF174BEG/,/files/ENCFF226FKB/,/files/ENCFF666YXZ/,/files/ENCFF865PAY/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/00858f62-ab07-4d13-acdf-a300c3696d42/,2020-12-27T14:25:26.352296+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF975DCO/,x,,ENCFF975DCO,ENCFF975DCO,/experiments/ENCSR024LKA/,GRCh38,"3_1,4_1","3,4",bigWig,bigWig,,2602527228,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS344LIE/,/biosamples/ENCBS603CUX/",HDAC3,/files/ENCFF975DCO/@@download/ENCFF975DCO.bigWig,"/files/ENCFF735JLB/,/files/ENCFF381ZKN/,/files/ENCFF530PJI/,/files/ENCFF554APQ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/638bd645-272f-4dec-a7d5-6ed37290ed48/,2020-11-29T14:50:02.900968+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF601YEO/,x,,ENCFF601YEO,ENCFF601YEO,/experiments/ENCSR000ATJ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,735573732,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS639AAA/,/biosamples/ENCBS674MPN/",HDAC6,/files/ENCFF601YEO/@@download/ENCFF601YEO.bigWig,"/files/ENCFF572OUT/,/files/ENCFF226FKB/,/files/ENCFF555KWG/,/files/ENCFF420ARY/,/files/ENCFF666YXZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/678069fd-531f-4c1b-b3fc-f579fd716de6/,2020-12-10T21:33:57.753903+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF171VPB/,x,,ENCFF171VPB,ENCFF171VPB,/experiments/ENCSR197ALX/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2399729007,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS839CNN/,/biosamples/ENCBS118YJZ/",HDGF,/files/ENCFF171VPB/@@download/ENCFF171VPB.bigWig,"/files/ENCFF053BGM/,/files/ENCFF936FZX/,/files/ENCFF048ENA/,/files/ENCFF970CZZ/,/files/ENCFF822ODT/,/files/ENCFF037WIZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/3ba88db1-2713-479a-931b-7a41cb6b7990/,2020-12-08T19:00:12.958378+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF305IEL/,x,,ENCFF305IEL,ENCFF305IEL,/experiments/ENCSR563YDA/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2534288406,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS850QNJ/,/biosamples/ENCBS125ACM/",HDGF,/files/ENCFF305IEL/@@download/ENCFF305IEL.bigWig,"/files/ENCFF970CZZ/,/files/ENCFF936FZX/,/files/ENCFF258RTO/,/files/ENCFF037WIZ/,/files/ENCFF898YZH/,/files/ENCFF822ODT/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/b1b03417-777a-4b8b-bd8c-5eb49580cbd8/,2020-12-07T16:30:18.675788+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF143EEL/,x,,ENCFF143EEL,ENCFF143EEL,/experiments/ENCSR091JXL/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2251418523,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS048GNZ/,/biosamples/ENCBS994WPS/",HES1,/files/ENCFF143EEL/@@download/ENCFF143EEL.bigWig,"/files/ENCFF822ODT/,/files/ENCFF936FZX/,/files/ENCFF970CZZ/,/files/ENCFF834GEN/,/files/ENCFF037WIZ/,/files/ENCFF443RIE/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/4cb49ac2-7b4d-4570-8e24-2d8a760c9600/,2020-12-09T05:21:52.839537+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
